name,city,avg_rating,sample_comment
Lake Motel,Wolfeboro,4.0476190476190474,"We loved our weekend here! The rooms were newly renovated, clean and very comfortable. Our room had a lovely view of the lake and the owner was very friendly and accommodating! We've been coming to Wolfeboro for many summers and we have now found the place we will always be staying! Thank you!"
Lake Raystown Resort Lodge & Conference Center,Entriken,,"eat somewhere else, caesar salad comes with fries and cheeze whiz on top. special taste, not mine. #fail."
Lakeview Lodge,Ferriday,4.5,Very reasonable rates. Nice lake. Exceptional service.
Lakeway Resort & Spa,Austin,4.409836065573771,"When I first saw Lakeway Resort and Spa I knew it was the place I wanted to get married. The Vistas ballroom was stunning so simple but the view was amazing. I don't know what I would have done without Julie. She was so much help and the day ran so smoothly with her making sure... Read More everything was in order. Julie is spectacular and does a phenomenal job!!! The view, service and food was perfect!! Everything the cheif cooked was delicious! They have high standards for themselves and to make your wedding day one to remember. I loved everything about Lakeway Resort and Spa not only the people and food but the environment, the beautiful suite they give you for your wedding night and the all around welcoming you receive. I recommend this place to any bride!!!!"
Lamothe House,New Orleans,4.185567010309279,We visited NO with another couple. Spent 3 enjoyable days in the French Quarter.
Landmark Inn Lakes-mountain Region,Laconia,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Laurel Manor Motel,Jennerstown,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Lazy T Motel,Junction,1.5,"Short on amenities small and just that a bare room. Clean and friendly staff. Situated in some of the best hunting in the area, if you are looking for a reasonable price for a night or two it's not bad."
Leakey Springs Cabins,Concan,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Lewis River Inn,Woodland,4.0,"We stayed in the Lewis River Inn on two occasions as we visited relatives in Woodland. It is an older-style hotel, but it has been very well maintained and nicely updated (including modern TV's, microwaves and refrigerators). The rooms themselves are neat and clean, with most of them overlooking parking lots and hedges. The main part of the hotel is... More"
Lexington Inn,Hammond,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Liberty Lodge,Hayward,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Lighthouse Motel,Toledo,1.0,the place is a dump. the rooms smell and are very dirty. i couldnt even sleep on the bed without towles. and the bathroom has mold so bad its very run down and they charge way to much 53.00 a night its a rip off and dump. ill never stay there again
Lindy Motel,Coudersport,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Little Belt Inn Neihart,Neihart,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Little Paradise Hotel,Palm Springs,4.619047619047619,"We had a wonderful, relaxing time. The staff were completely attentive and accommodating. We had a corner king room with a kitchen, two patios and a deluxe bathroom. You had to drive into town but they said that Uber is available if you need it. This was our first visit to Palm Springs and hopefully not our last! It really... More"
Longville Inn,Longville,4.428571428571429,"Very nice and super clean Motel, the owner and his wife are very nice people, always ready to help and make sure you have everything you need. My husband and I have been there a few time and were always satisfied with our stay"
Magnuson Hotel Summerton,Summerton,1.3333333333333333,"This place has no sign on the access road. It seems to be what is left of a larger motel that had a fire or something. I arrived at night and the other motel building in the complex looked like a burned-out shell. In my room the furniture was old, the TV had bad sound, the worn-out bedding was from... More"
Magton Inc,Ocean City,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Main Street Bed & Breakfast,Cooperstown,4.923076923076923,"My husband and I stayed at this BB for a couple of nights in late June, and we loved it. The owners couldn't be nicer. Ron and Suzie are welcoming and very helpful in recommending things to do and places to eat. The BB is quaint, the guest rooms are nicely decorated and very comfortable, and the breakfasts are delicious.... More"
Mainsail Motel & Cottages,Hampton,4.777777777777778,We are very impressed with the cleanliness and the hospitality . I would highly recommend that you can have a wonderful experience . everything was in walking distance of the motel the owners are American and they're with out a doubt born and raised in NH
Mandarin Oriental Hotel Group,San Francisco,3.0,"We recently spent the weekend at the SF Mandarin Oriental. While the view and room were very nice the room service, food, and overall experience was not on par with other 5 star locations like the Ritz Carlton or St. Regis. If there were a rating for room service food I would have to give it a 1 star. I've had better food at low end hotels. The front desk staff was cordial but cold. We actually had to dig at them to ... view moreget details on the package we purchased for our stay. If all you're looking for is view and quiet, this is your place. If however you want the total 5 star experience you're better off going to the Ritz Carlton in SF or Half Moon Bay."
Mandarin Oriental Jakarta,Staten Island,4.72289156626506,"MO Jakarta is a good hotel, but comparing to Grand Hyatt, a same excellent hotel, MOJ's location is not that great, need to walk long way around the fountain to get into the Plaza Indonesia shopping mall.The executive lounge is better on food comparing to Grand Hyatt, but when you have visitors, it charges, that is certainly usual but not as generous as Grand Hyatt.That is why most of high end business visitors still stay at Grand Hyatt even though the room in MOJ is obviously better."
Manor Vail Lodge,Vail,0.0,"$10 parking for Tuesday Hot Summer Nights at Manor Vail, gets a $10 cert for apps at their bar."
Mansfield Plantation Inc,Georgetown,4.466666666666667,"Spent two nights in the Middleton room. Located in the old schoolhouse, the room was quaint, quiet and extremely comfortable. Spent the days walking and cycling the 100 acres surrounding the houses. Beautiful grounds and lots of history. They are currently restoring some of the remaining slave dwellings. The breakfast was wonderful, and the atmosphere that Manager Kathryn provides is... More"
Mar Mar Resort Tackle,Bull Shoals,4.0,"Spent two nights The MarMar Resort on Bull Shoals Lake in Arkansas. Reminded me of the old tourist courts. Clean, comfortable, affordable. Very warm host hostess. Scuba diving with Armadillos Dive Shop was fabulous. Enjoyed. See you next year"
Marquesa Hotel & Cafe Marquesa,Key West,,"Classic conch houses refurbished in a garden setting. The SceneThis property was once a collection of conch houses from 1884. Although it has been upgraded, it still has a classic seaside look. It is one block from Duval Street, the center of Key West action. The upscale house restaurant, Cafe Marquesa, offers entrees such as goat-cheese-and-pistachio-crusted rack of lamb.The DetailsTwenty-seven rooms are sprinkled among four buildings that surround a garden area and two swimming pools. Each is outfitted with a marble bath. They are also furnished with hardwood pieces such as Indonesian sleigh beds, armoires, desks and writing tables. CDs and bathrobes are among the standard amenities. The suites offer a furnished covered porch for outdoor dining and lounging. Differences in price reflect the overall positioning of the rooms, their views and seasonal demand, rather than reflecting any radical differences in size. The concierge can arrange tours and day trips."
